index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Generation Actual (in MU),Total Generation Estimated (in MU),Year,Month,DayOfWeek
1204,2018-04-30,NorthEastern,30.25,31.99,0.0,0.0,7.43,7.14,37.68,39.129999999999995,2018,4,0
1205,2018-05-01,Northern,628.57,593.17,24.66,26.01,63.36,189.84,716.59,809.02,2018,5,1
1207,2018-05-01,Southern,631.61,619.23,57.26,34.76,52.96,32.36,741.83,686.35,2018,5,1
1208,2018-05-01,Eastern,469.21,460.44,0.0,0.0,46.26,38.86,515.47,499.3,2018,5,1
1209,2018-05-01,NorthEastern,30.13,29.9,0.0,0.0,13.75,7.04,43.879999999999995,36.94,2018,5,1
1210,2018-05-02,Northern,628.57,567.45,24.66,25.63,63.36,205.31,716.59,798.3900000000001,2018,5,2
1212,2018-05-02,Southern,631.61,630.54,57.26,45.38,52.96,44.65,741.83,720.5699999999999,2018,5,2
1213,2018-05-02,Eastern,469.21,499.39,0.0,0.0,46.26,41.93,515.47,541.3199999999999,2018,5,2
1214,2018-05-02,NorthEastern,30.13,30.23,0.0,0.0,13.75,9.63,43.879999999999995,39.86,2018,5,2
1215,2018-05-03,Northern,628.57,492.84,24.66,23.24,63.36,212.87,716.59,728.9499999999999,2018,5,3
1217,2018-05-03,Southern,631.61,617.08,57.26,46.33,52.96,47.39,741.83,710.8000000000001,2018,5,3
1218,2018-05-03,Eastern,469.21,488.75,0.0,0.0,46.26,43.22,515.47,531.97,2018,5,3
1219,2018-05-03,NorthEastern,30.13,31.77,0.0,0.0,13.75,10.81,43.879999999999995,42.58,2018,5,3
1220,2018-05-04,Northern,628.57,587.09,24.66,27.23,63.36,187.89,716.59,802.21,2018,5,4
1222,2018-05-04,Southern,631.61,600.92,57.26,46.78,52.96,49.79,741.83,697.4899999999999,2018,5,4
1223,2018-05-04,Eastern,469.21,529.05,0.0,0.0,46.26,57.3,515.47,586.3499999999999,2018,5,4
1224,2018-05-04,NorthEastern,30.13,33.57,0.0,0.0,13.75,10.07,43.879999999999995,43.64,2018,5,4
1225,2018-05-05,Northern,628.94,628.96,24.66,27.15,63.36,178.99,716.96,835.1,2018,5,5
1227,2018-05-05,Southern,631.61,665.21,57.26,46.68,52.96,57.91,741.83,769.8,2018,5,5
1228,2018-05-05,Eastern,469.21,542.87,0.0,0.0,46.26,59.1,515.47,601.97,2018,5,5
1229,2018-05-05,NorthEastern,30.13,34.38,0.0,0.0,13.75,12.04,43.879999999999995,46.42,2018,5,5
1230,2018-05-06,Northern,629.44,587.77,24.66,30.12,63.36,172.61,717.46,790.5,2018,5,6
1232,2018-05-06,Southern,631.61,627.44,57.26,47.11,52.96,40.55,741.83,715.1,2018,5,6
1233,2018-05-06,Eastern,469.21,533.29,0.0,0.0,46.26,42.2,515.47,575.49,2018,5,6
1234,2018-05-06,NorthEastern,30.13,33.58,0.0,0.0,13.75,10.84,43.879999999999995,44.42,2018,5,6
1235,2018-05-07,Northern,629.44,647.1,24.66,30.29,63.36,168.79,717.46,846.18,2018,5,0
1237,2018-05-07,Southern,631.61,638.61,57.26,48.08,52.96,53.81,741.83,740.5,2018,5,0
1238,2018-05-07,Eastern,469.21,528.5,0.0,0.0,46.26,56.69,515.47,585.19,2018,5,0
1239,2018-05-07,NorthEastern,30.13,34.05,0.0,0.0,13.75,12.23,43.879999999999995,46.28,2018,5,0
1240,2018-05-08,Northern,629.44,596.53,24.66,30.12,63.36,176.63,717.46,803.28,2018,5,1
1242,2018-05-08,Southern,631.61,634.41,57.26,47.99,52.96,44.14,741.83,726.54,2018,5,1
1243,2018-05-08,Eastern,469.21,514.01,0.0,0.0,46.26,66.4,515.47,580.41,2018,5,1
1244,2018-05-08,NorthEastern,30.13,32.72,0.0,0.0,13.75,12.76,43.879999999999995,45.48,2018,5,1
1245,2018-05-09,Northern,629.28,633.71,24.66,30.09,63.36,169.16,717.3,832.96,2018,5,2
1247,2018-05-09,Southern,631.61,622.62,57.26,48.02,52.96,46.71,741.83,717.35,2018,5,2
1248,2018-05-09,Eastern,470.3,518.65,0.0,0.0,46.26,61.0,516.5600000000001,579.65,2018,5,2
1249,2018-05-09,NorthEastern,30.13,31.38,0.0,0.0,13.75,13.81,43.879999999999995,45.19,2018,5,2
1250,2018-05-10,Northern,632.08,660.58,24.66,29.71,63.36,156.48,720.1,846.7700000000001,2018,5,3
1252,2018-05-10,Southern,631.61,644.19,42.7,47.98,52.96,49.54,727.2700000000001,741.71,2018,5,3
1253,2018-05-10,Eastern,470.3,521.92,0.0,0.0,46.26,64.4,516.5600000000001,586.3199999999999,2018,5,3
1254,2018-05-10,NorthEastern,30.13,33.69,0.0,0.0,13.75,13.14,43.879999999999995,46.83,2018,5,3
1255,2018-05-11,Northern,632.92,682.4,24.66,29.83,63.36,158.59,720.9399999999999,870.82,2018,5,4
1257,2018-05-11,Southern,641.09,640.76,42.7,48.03,52.96,46.66,736.7500000000001,735.4499999999999,2018,5,4
1258,2018-05-11,Eastern,470.3,514.63,0.0,0.0,46.26,57.87,516.5600000000001,572.5,2018,5,4
1259,2018-05-11,NorthEastern,30.13,35.33,0.0,0.0,13.75,12.35,43.879999999999995,47.68,2018,5,4
1260,2018-05-12,Northern,632.92,674.11,24.66,29.9,63.36,179.13,720.9399999999999,883.14,2018,5,5
1262,2018-05-12,Southern,641.09,620.25,42.7,48.02,52.96,31.37,736.7500000000001,699.64,2018,5,5
1263,2018-05-12,Eastern,470.3,497.06,0.0,0.0,46.26,44.54,516.5600000000001,541.6,2018,5,5
1264,2018-05-12,NorthEastern,30.13,35.4,0.0,0.0,13.75,13.05,43.879999999999995,48.45,2018,5,5
1265,2018-05-13,Northern,632.92,622.57,24.66,29.65,63.36,184.35,720.9399999999999,836.57,2018,5,6
1267,2018-05-13,Southern,641.09,601.86,42.7,48.14,52.96,26.44,736.7500000000001,676.44,2018,5,6
1268,2018-05-13,Eastern,470.3,476.61,0.0,0.0,46.26,40.7,516.5600000000001,517.3100000000001,2018,5,6
1269,2018-05-13,NorthEastern,30.13,32.91,0.0,0.0,13.75,14.64,43.879999999999995,47.55,2018,5,6
1270,2018-05-14,Northern,632.92,531.01,24.66,30.07,63.36,192.18,720.9399999999999,753.26,2018,5,0
1272,2018-05-14,Southern,641.09,610.52,42.7,48.08,52.96,42.41,736.7500000000001,701.01,2018,5,0
1273,2018-05-14,Eastern,470.3,432.32,0.0,0.0,46.26,39.58,516.5600000000001,471.9,2018,5,0
1274,2018-05-14,NorthEastern,30.13,32.97,0.0,0.0,13.75,14.19,43.879999999999995,47.16,2018,5,0
1275,2018-05-15,Northern,636.36,632.85,24.66,29.93,63.36,185.28,724.38,848.06,2018,5,1
1277,2018-05-15,Southern,641.09,647.91,42.7,48.05,52.96,50.81,736.7500000000001,746.77,2018,5,1
1278,2018-05-15,Eastern,466.59,489.72,0.0,0.0,46.26,44.36,512.85,534.08,2018,5,1
1279,2018-05-15,NorthEastern,30.13,29.47,0.0,0.0,13.75,13.33,43.879999999999995,42.8,2018,5,1
1280,2018-05-16,Northern,645.24,666.69,28.41,30.23,63.36,180.51,737.01,877.4300000000001,2018,5,2
1282,2018-05-16,Southern,641.09,654.02,42.7,48.0,52.96,50.89,736.7500000000001,752.91,2018,5,2
1283,2018-05-16,Eastern,466.59,488.95,0.0,0.0,46.26,51.4,512.85,540.35,2018,5,2
1284,2018-05-16,NorthEastern,30.13,26.78,0.0,0.0,13.75,14.2,43.879999999999995,40.980000000000004,2018,5,2
1285,2018-05-17,Northern,645.24,688.03,28.41,33.51,63.36,189.05,737.01,910.5899999999999,2018,5,3
1287,2018-05-17,Southern,641.09,664.61,42.7,47.9,52.96,44.96,736.7500000000001,757.47,2018,5,3
1288,2018-05-17,Eastern,466.59,483.58,0.0,0.0,46.26,48.78,512.85,532.36,2018,5,3
1289,2018-05-17,NorthEastern,30.13,28.17,0.0,0.0,13.75,14.84,43.879999999999995,43.010000000000005,2018,5,3
1290,2018-05-18,Northern,647.45,704.28,28.41,34.83,63.36,197.16,739.22,936.27,2018,5,4
1292,2018-05-18,Southern,641.09,647.2,42.7,46.97,52.96,54.22,736.7500000000001,748.3900000000001,2018,5,4
1293,2018-05-18,Eastern,466.59,492.28,0.0,0.0,46.26,52.24,512.85,544.52,2018,5,4
1294,2018-05-18,NorthEastern,30.13,24.64,0.0,0.0,13.75,14.76,43.879999999999995,39.4,2018,5,4
1295,2018-05-19,Northern,649.43,714.48,28.41,34.79,63.36,169.72,741.1999999999999,918.99,2018,5,5
1297,2018-05-19,Southern,641.09,633.41,42.7,46.83,52.96,54.56,736.7500000000001,734.8,2018,5,5
1298,2018-05-19,Eastern,466.59,480.38,0.0,0.0,46.26,55.29,512.85,535.67,2018,5,5
1299,2018-05-19,NorthEastern,30.13,29.24,0.0,0.0,13.75,14.46,43.879999999999995,43.7,2018,5,5
1300,2018-05-20,Northern,646.95,713.14,28.41,34.74,63.36,178.7,738.72,926.5799999999999,2018,5,6
1302,2018-05-20,Southern,641.09,557.74,42.7,46.85,52.96,32.71,736.7500000000001,637.3000000000001,2018,5,6
1303,2018-05-20,Eastern,476.59,484.7,0.0,0.0,46.26,45.96,522.85,530.66,2018,5,6
1304,2018-05-20,NorthEastern,30.13,29.42,0.0,0.0,13.75,14.45,43.879999999999995,43.870000000000005,2018,5,6
1305,2018-05-21,Northern,646.95,728.05,28.41,34.87,63.36,190.86,738.72,953.78,2018,5,0
1307,2018-05-21,Southern,641.09,628.55,42.7,46.69,52.96,47.01,736.7500000000001,722.25,2018,5,0
1308,2018-05-21,Eastern,476.59,509.25,0.0,0.0,46.26,53.83,522.85,563.08,2018,5,0
1309,2018-05-21,NorthEastern,30.13,29.94,0.0,0.0,13.75,13.54,43.879999999999995,43.480000000000004,2018,5,0
1310,2018-05-22,Northern,646.95,760.51,28.41,34.54,63.36,206.6,738.72,1001.65,2018,5,1
1312,2018-05-22,Southern,637.09,660.77,42.7,47.56,52.96,48.55,732.7500000000001,756.8799999999999,2018,5,1
1313,2018-05-22,Eastern,476.59,518.57,0.0,0.0,46.26,50.2,522.85,568.7700000000001,2018,5,1
1314,2018-05-22,NorthEastern,30.13,30.24,0.0,0.0,13.75,14.31,43.879999999999995,44.55,2018,5,1
1315,2018-05-23,Northern,647.32,782.5,28.41,34.52,63.36,220.91,739.09,1037.93,2018,5,2
1317,2018-05-23,Southern,637.09,667.73,42.7,47.68,52.96,41.13,732.7500000000001,756.54,2018,5,2
1318,2018-05-23,Eastern,476.59,513.14,0.0,0.0,46.26,55.56,522.85,568.7,2018,5,2
1319,2018-05-23,NorthEastern,30.13,29.26,0.0,0.0,13.75,14.73,43.879999999999995,43.99,2018,5,2
1320,2018-05-24,Northern,647.32,763.24,28.41,34.71,63.36,220.54,739.09,1018.49,2018,5,3
1322,2018-05-24,Southern,632.48,653.06,42.7,47.94,52.96,38.16,728.1400000000001,739.16,2018,5,3
1323,2018-05-24,Eastern,476.59,514.61,0.0,0.0,46.26,66.9,522.85,581.51,2018,5,3
1324,2018-05-24,NorthEastern,30.13,31.49,0.0,0.0,13.75,14.47,43.879999999999995,45.96,2018,5,3
1325,2018-05-25,Northern,647.32,737.49,28.41,30.02,63.36,222.94,739.09,990.45,2018,5,4
1327,2018-05-25,Southern,632.48,631.44,42.7,46.82,52.96,39.48,728.1400000000001,717.7400000000001,2018,5,4
1328,2018-05-25,Eastern,476.59,520.6,0.0,0.0,46.26,74.99,522.85,595.59,2018,5,4
1329,2018-05-25,NorthEastern,30.13,34.45,0.0,0.0,13.75,17.36,43.879999999999995,51.81,2018,5,4
1330,2018-05-26,Northern,647.32,732.18,28.41,30.68,63.36,228.26,739.09,991.1199999999999,2018,5,5
1332,2018-05-26,Southern,632.48,640.71,42.7,41.21,52.96,54.11,728.1400000000001,736.0300000000001,2018,5,5
1333,2018-05-26,Eastern,476.59,506.77,0.0,0.0,46.26,74.76,522.85,581.53,2018,5,5
1334,2018-05-26,NorthEastern,30.13,33.91,0.0,0.0,13.75,18.37,43.879999999999995,52.28,2018,5,5
1335,2018-05-27,Northern,647.32,740.48,28.41,29.88,63.36,221.04,739.09,991.4,2018,5,6
1337,2018-05-27,Southern,637.08,621.9,42.7,37.48,52.96,35.39,732.7400000000001,694.77,2018,5,6
1338,2018-05-27,Eastern,476.59,510.32,0.0,0.0,46.26,78.56,522.85,588.88,2018,5,6
1339,2018-05-27,NorthEastern,30.13,32.44,0.0,0.0,13.75,21.78,43.879999999999995,54.22,2018,5,6
1340,2018-05-28,Northern,648.94,769.71,28.41,30.43,63.36,211.24,740.71,1011.38,2018,5,0
1342,2018-05-28,Southern,637.08,631.68,42.7,37.84,52.96,44.06,732.7400000000001,713.5799999999999,2018,5,0
1343,2018-05-28,Eastern,476.59,520.07,0.0,0.0,46.26,73.34,522.85,593.4100000000001,2018,5,0
1344,2018-05-28,NorthEastern,30.13,35.85,0.0,0.0,13.75,19.73,43.879999999999995,55.58,2018,5,0
1345,2018-05-29,Northern,648.94,770.38,28.41,33.79,63.36,204.61,740.71,1008.78,2018,5,1
1347,2018-05-29,Southern,637.08,592.21,42.7,38.8,52.96,38.0,732.7400000000001,669.01,2018,5,1
1348,2018-05-29,Eastern,476.59,493.2,0.0,0.0,46.26,65.54,522.85,558.74,2018,5,1
1349,2018-05-29,NorthEastern,30.13,33.52,0.0,0.0,13.75,20.81,43.879999999999995,54.33,2018,5,1
1350,2018-05-30,Northern,649.8,744.44,28.41,34.63,63.36,215.04,741.5699999999999,994.11,2018,5,2
1352,2018-05-30,Southern,637.08,607.05,42.7,46.64,52.96,42.75,732.7400000000001,696.4399999999999,2018,5,2
1353,2018-05-30,Eastern,476.59,524.74,0.0,0.0,46.26,69.76,522.85,594.5,2018,5,2
1354,2018-05-30,NorthEastern,30.13,34.44,0.0,0.0,13.75,18.73,43.879999999999995,53.17,2018,5,2
1355,2018-05-31,Northern,649.8,774.24,28.41,34.51,63.36,65.3,741.5699999999999,874.05,2018,5,3
1357,2018-05-31,Southern,637.08,623.43,42.7,47.72,52.96,51.94,732.7400000000001,723.0899999999999,2018,5,3
1358,2018-05-31,Eastern,476.59,527.71,0.0,0.0,46.26,58.87,522.85,586.58,2018,5,3
1359,2018-05-31,NorthEastern,30.13,30.54,0.0,0.0,13.75,18.05,43.879999999999995,48.59,2018,5,3
1360,2018-06-01,Northern,649.77,706.63,30.83,34.51,63.36,65.3,743.96,806.4399999999999,2018,6,4
1362,2018-06-01,Southern,600.53,603.25,63.17,46.74,38.45,43.49,702.15,693.48,2018,6,4
1363,2018-06-01,Eastern,469.15,483.39,0.0,0.0,53.41,58.0,522.56,541.39,2018,6,4
1364,2018-06-01,NorthEastern,30.25,30.23,0.0,0.0,21.71,16.93,51.96,47.16,2018,6,4
1365,2018-06-02,Northern,647.41,605.58,30.83,35.46,63.36,65.3,741.6,706.34,2018,6,5
1367,2018-06-02,Southern,600.53,599.01,63.17,47.54,38.45,34.02,702.15,680.5699999999999,2018,6,5
1368,2018-06-02,Eastern,469.15,507.59,0.0,0.0,53.41,63.95,522.56,571.54,2018,6,5
1369,2018-06-02,NorthEastern,30.25,29.52,0.0,0.0,21.71,14.84,51.96,44.36,2018,6,5
1370,2018-06-03,Northern,647.41,602.32,30.83,34.58,63.36,65.3,741.6,702.2,2018,6,6
1372,2018-06-03,Southern,600.53,550.42,63.17,47.3,38.45,28.46,702.15,626.18,2018,6,6
1373,2018-06-03,Eastern,469.15,487.41,0.0,0.0,53.41,68.46,522.56,555.87,2018,6,6
1374,2018-06-03,NorthEastern,30.25,29.99,0.0,0.0,21.71,16.78,51.96,46.769999999999996,2018,6,6
1375,2018-06-04,Northern,651.38,678.1,30.83,34.44,63.36,65.3,745.57,777.8399999999999,2018,6,0
1377,2018-06-04,Southern,600.53,556.96,63.17,47.29,38.45,40.36,702.15,644.61,2018,6,0
1378,2018-06-04,Eastern,469.15,525.96,0.0,0.0,53.41,64.55,522.56,590.51,2018,6,0
1379,2018-06-04,NorthEastern,30.25,32.5,0.0,0.0,21.71,15.13,51.96,47.63,2018,6,0
1380,2018-06-05,Northern,651.38,689.01,30.83,34.43,63.36,65.3,745.57,788.7399999999999,2018,6,1
1382,2018-06-05,Southern,600.53,552.27,63.17,48.24,38.45,38.63,702.15,639.14,2018,6,1
1383,2018-06-05,Eastern,469.15,524.25,0.0,0.0,53.41,69.79,522.56,594.04,2018,6,1
1384,2018-06-05,NorthEastern,30.25,32.7,0.0,0.0,21.71,15.72,51.96,48.42,2018,6,1
1385,2018-06-06,Northern,651.38,630.3,30.83,34.43,63.36,65.3,745.57,730.0299999999999,2018,6,2
1387,2018-06-06,Southern,604.53,527.48,63.17,47.44,38.45,35.51,706.15,610.4300000000001,2018,6,2
1388,2018-06-06,Eastern,469.15,511.67,0.0,0.0,53.41,71.48,522.56,583.15,2018,6,2
1389,2018-06-06,NorthEastern,30.25,32.19,0.0,0.0,21.71,16.49,51.96,48.67999999999999,2018,6,2
1390,2018-06-07,Northern,663.59,662.52,30.83,34.58,63.36,65.3,757.7800000000001,762.4,2018,6,3
1392,2018-06-07,Southern,604.53,501.49,63.17,48.17,38.45,29.5,706.15,579.16,2018,6,3
1393,2018-06-07,Eastern,469.15,501.19,0.0,0.0,53.41,76.04,522.56,577.23,2018,6,3
1394,2018-06-07,NorthEastern,30.25,31.07,0.0,0.0,21.71,18.21,51.96,49.28,2018,6,3
1395,2018-06-08,Northern,663.59,661.81,30.83,31.77,63.36,65.3,757.7800000000001,758.8799999999999,2018,6,4
1397,2018-06-08,Southern,604.53,484.09,63.17,42.5,38.45,23.51,706.15,550.0999999999999,2018,6,4
1398,2018-06-08,Eastern,469.15,477.02,0.0,0.0,53.41,67.67,522.56,544.6899999999999,2018,6,4
1399,2018-06-08,NorthEastern,30.25,31.94,0.0,0.0,21.71,16.52,51.96,48.46,2018,6,4
1400,2018-06-09,Northern,663.59,573.06,30.83,29.5,63.36,65.3,757.7800000000001,667.8599999999999,2018,6,5
1402,2018-06-09,Southern,604.53,448.11,63.17,47.73,38.45,31.75,706.15,527.59,2018,6,5
1403,2018-06-09,Eastern,472.92,446.31,0.0,0.0,53.41,65.61,526.33,511.92,2018,6,5
1404,2018-06-09,NorthEastern,30.25,31.01,0.0,0.0,21.71,15.9,51.96,46.910000000000004,2018,6,5
1405,2018-06-10,Northern,671.9,530.41,30.83,30.2,63.36,65.3,766.09,625.91,2018,6,6
1407,2018-06-10,Southern,604.53,403.7,63.17,48.13,38.45,39.58,706.15,491.40999999999997,2018,6,6
1408,2018-06-10,Eastern,472.92,420.78,0.0,0.0,53.41,64.56,526.33,485.34,2018,6,6
1409,2018-06-10,NorthEastern,30.25,31.6,0.0,0.0,21.71,14.53,51.96,46.13,2018,6,6
1410,2018-06-11,Northern,667.8,607.2,30.83,33.74,63.36,65.3,761.99,706.24,2018,6,0
1412,2018-06-11,Southern,604.53,417.34,63.17,48.32,38.45,51.39,706.15,517.05,2018,6,0
1413,2018-06-11,Eastern,472.92,451.72,0.0,0.0,53.41,65.75,526.33,517.47,2018,6,0
1414,2018-06-11,NorthEastern,30.25,30.15,0.0,0.0,21.71,15.94,51.96,46.089999999999996,2018,6,0
1415,2018-06-12,Northern,667.8,651.67,30.83,33.47,63.36,65.3,761.99,750.4399999999999,2018,6,1
1417,2018-06-12,Southern,604.53,431.26,63.17,48.32,38.45,51.51,706.15,531.09,2018,6,1
1418,2018-06-12,Eastern,469.74,461.16,0.0,0.0,53.41,60.64,523.15,521.8000000000001,2018,6,1
1419,2018-06-12,NorthEastern,30.25,30.03,0.0,0.0,21.71,18.4,51.96,48.43,2018,6,1
1420,2018-06-13,Northern,667.8,648.18,30.83,24.08,63.36,65.3,761.99,737.56,2018,6,2
1422,2018-06-13,Southern,604.53,431.12,63.17,47.37,38.45,53.25,706.15,531.74,2018,6,2
1423,2018-06-13,Eastern,469.74,467.83,0.0,0.0,53.41,66.02,523.15,533.85,2018,6,2
1424,2018-06-13,NorthEastern,30.25,27.6,0.0,0.0,21.71,25.28,51.96,52.88,2018,6,2
1425,2018-06-14,Northern,667.8,658.22,30.83,24.4,63.36,65.3,761.99,747.92,2018,6,3
1427,2018-06-14,Southern,604.53,468.01,63.17,48.35,38.45,67.34,706.15,583.7,2018,6,3
1428,2018-06-14,Eastern,469.74,467.11,0.0,0.0,53.41,72.36,523.15,539.47,2018,6,3
1429,2018-06-14,NorthEastern,30.25,28.28,0.0,0.0,21.71,26.4,51.96,54.68,2018,6,3
1430,2018-06-15,Northern,667.8,672.15,30.83,24.47,63.36,65.3,761.99,761.92,2018,6,4
1432,2018-06-15,Southern,581.6,501.66,63.17,48.34,38.45,58.46,683.22,608.46,2018,6,4
1433,2018-06-15,Eastern,469.74,480.35,0.0,0.0,53.41,72.96,523.15,553.3100000000001,2018,6,4
1434,2018-06-15,NorthEastern,30.25,28.58,0.0,0.0,21.71,27.87,51.96,56.45,2018,6,4
1435,2018-06-16,Northern,667.8,643.51,30.83,33.99,63.36,65.3,761.99,742.8,2018,6,5
1437,2018-06-16,Southern,585.2,492.54,63.17,48.37,38.45,50.41,686.82,591.3199999999999,2018,6,5
1438,2018-06-16,Eastern,469.74,479.14,0.0,0.0,53.41,77.03,523.15,556.17,2018,6,5
1439,2018-06-16,NorthEastern,30.25,27.92,0.0,0.0,21.71,28.76,51.96,56.68000000000001,2018,6,5
1440,2018-06-17,Northern,667.8,534.96,30.83,34.56,63.36,65.3,761.99,634.8199999999999,2018,6,6
1442,2018-06-17,Southern,585.2,454.53,63.17,47.64,38.45,45.06,686.82,547.23,2018,6,6
1443,2018-06-17,Eastern,469.74,445.32,0.0,0.0,53.41,67.91,523.15,513.23,2018,6,6
1444,2018-06-17,NorthEastern,30.25,29.21,0.0,0.0,21.71,28.0,51.96,57.21,2018,6,6
1445,2018-06-18,Northern,667.8,602.2,30.83,34.47,63.36,65.3,761.99,701.97,2018,6,0
1447,2018-06-18,Southern,585.2,508.88,63.17,48.26,38.45,57.89,686.82,615.03,2018,6,0
1448,2018-06-18,Eastern,469.74,469.73,0.0,0.0,53.41,73.35,523.15,543.08,2018,6,0
1449,2018-06-18,NorthEastern,30.25,27.01,0.0,0.0,21.71,27.46,51.96,54.47,2018,6,0
1450,2018-06-19,Northern,667.94,681.48,30.83,34.51,63.36,211.88,762.1300000000001,927.87,2018,6,1
1452,2018-06-19,Southern,585.2,560.83,63.17,47.65,38.45,59.83,686.82,668.3100000000001,2018,6,1
1453,2018-06-19,Eastern,469.74,483.1,0.0,0.0,53.41,78.1,523.15,561.2,2018,6,1
1454,2018-06-19,NorthEastern,30.25,30.94,0.0,0.0,21.71,24.8,51.96,55.74,2018,6,1
1455,2018-06-20,Northern,664.82,773.39,30.83,34.84,63.36,213.85,759.0100000000001,1022.08,2018,6,2
1457,2018-06-20,Southern,585.2,569.83,63.17,47.79,38.45,75.48,686.82,693.1,2018,6,2
1458,2018-06-20,Eastern,469.74,490.76,0.0,0.0,53.41,72.12,523.15,562.88,2018,6,2
1459,2018-06-20,NorthEastern,30.25,30.74,0.0,0.0,21.71,22.42,51.96,53.16,2018,6,2
1460,2018-06-21,Northern,664.82,797.59,30.83,34.55,63.36,65.3,759.0100000000001,897.4399999999999,2018,6,3
1462,2018-06-21,Southern,585.6,562.34,63.17,47.7,38.45,67.64,687.22,677.6800000000001,2018,6,3
1463,2018-06-21,Eastern,476.94,498.97,0.0,0.0,53.41,71.52,530.35,570.49,2018,6,3
1464,2018-06-21,NorthEastern,30.25,32.1,0.0,0.0,21.71,21.98,51.96,54.08,2018,6,3
1465,2018-06-22,Northern,665.68,805.07,30.83,30.78,63.36,65.3,759.87,901.15,2018,6,4
1467,2018-06-22,Southern,584.98,580.26,63.17,48.37,38.45,60.64,686.6,689.27,2018,6,4
1468,2018-06-22,Eastern,476.94,510.59,0.0,0.0,53.41,68.62,530.35,579.21,2018,6,4
1469,2018-06-22,NorthEastern,30.25,32.01,0.0,0.0,21.71,23.04,51.96,55.05,2018,6,4
1470,2018-06-23,Northern,665.68,812.84,30.83,29.1,63.36,65.3,759.87,907.24,2018,6,5
1472,2018-06-23,Southern,571.34,540.37,63.17,47.68,38.45,49.1,672.96,637.15,2018,6,5
1473,2018-06-23,Eastern,476.94,512.14,0.0,0.0,53.41,70.7,530.35,582.84,2018,6,5
1474,2018-06-23,NorthEastern,30.25,32.74,0.0,0.0,21.71,25.32,51.96,58.06,2018,6,5
1475,2018-06-24,Northern,665.68,787.34,30.83,29.6,63.36,65.3,759.87,882.24,2018,6,6
1477,2018-06-24,Southern,567.99,481.63,63.17,47.56,38.45,46.67,669.61,575.86,2018,6,6
1478,2018-06-24,Eastern,473.11,480.27,0.0,0.0,53.41,68.84,526.52,549.11,2018,6,6
1479,2018-06-24,NorthEastern,30.25,31.15,0.0,0.0,21.71,23.25,51.96,54.4,2018,6,6
1480,2018-06-25,Northern,658.72,802.55,30.83,29.56,63.36,65.3,752.9100000000001,897.4099999999999,2018,6,0
1482,2018-06-25,Southern,567.99,505.96,63.17,47.18,38.45,45.81,669.61,598.95,2018,6,0
1483,2018-06-25,Eastern,464.19,486.52,0.0,0.0,53.41,66.77,517.6,553.29,2018,6,0
1484,2018-06-25,NorthEastern,30.25,30.6,0.0,0.0,21.71,24.11,51.96,54.71,2018,6,0
1485,2018-06-26,Northern,658.72,746.82,30.83,29.67,63.36,65.3,752.9100000000001,841.79,2018,6,1
1487,2018-06-26,Southern,576.99,492.81,63.17,45.76,38.45,42.75,678.61,581.32,2018,6,1
1488,2018-06-26,Eastern,463.11,474.31,0.0,0.0,53.41,65.96,516.52,540.27,2018,6,1
1489,2018-06-26,NorthEastern,30.25,30.55,0.0,0.0,21.71,23.56,51.96,54.11,2018,6,1
1490,2018-06-27,Northern,658.72,672.74,30.83,32.51,63.36,65.3,752.9100000000001,770.55,2018,6,2
1492,2018-06-27,Southern,576.99,478.64,63.17,46.51,38.45,50.15,678.61,575.3,2018,6,2
1493,2018-06-27,Eastern,463.11,470.65,0.0,0.0,53.41,63.13,516.52,533.78,2018,6,2
1494,2018-06-27,NorthEastern,30.25,31.39,0.0,0.0,21.71,22.11,51.96,53.5,2018,6,2
1495,2018-06-28,Northern,658.72,529.28,30.83,34.33,63.36,65.3,752.9100000000001,628.91,2018,6,3
1497,2018-06-28,Southern,576.99,488.32,63.17,46.76,38.45,61.18,678.61,596.26,2018,6,3
1498,2018-06-28,Eastern,463.11,453.89,0.0,0.0,53.41,61.54,516.52,515.43,2018,6,3
1499,2018-06-28,NorthEastern,30.25,30.99,0.0,0.0,21.71,24.14,51.96,55.129999999999995,2018,6,3
1500,2018-06-29,Northern,658.72,555.63,30.83,34.64,63.36,65.3,752.9100000000001,655.5699999999999,2018,6,4
1502,2018-06-29,Southern,572.88,522.63,63.17,46.15,38.45,68.87,674.5,637.65,2018,6,4
1503,2018-06-29,Eastern,463.11,477.29,0.0,0.0,53.41,63.37,516.52,540.66,2018,6,4
1504,2018-06-29,NorthEastern,30.25,31.26,0.0,0.0,21.71,23.18,51.96,54.44,2018,6,4
1505,2018-06-30,Northern,658.72,593.23,30.83,33.85,63.36,65.3,752.9100000000001,692.38,2018,6,5
1507,2018-06-30,Southern,572.88,521.42,63.17,46.19,38.45,72.63,674.5,640.2399999999999,2018,6,5
1508,2018-06-30,Eastern,463.11,499.53,0.0,0.0,53.41,58.76,516.52,558.29,2018,6,5
1509,2018-06-30,NorthEastern,30.25,31.0,0.0,0.0,21.71,23.25,51.96,54.25,2018,6,5
1510,2018-07-01,Northern,645.49,572.79,30.72,30.37,63.36,65.3,739.57,668.4599999999999,2018,7,6
