index,Date,Region,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Nuclear Generation Actual (in MU),Nuclear Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU),Total Generation Actual (in MU),Total Generation Estimated (in MU),Year,Month,DayOfWeek
3902,2019-10-23,Southern,613.5,422.36,46.77,61.65,84.88,142.68,745.15,626.69,2019,10,2
3903,2019-10-23,Eastern,528.19,438.77,0.0,0.0,64.81,61.47,593.0,500.24,2019,10,2
3904,2019-10-23,NorthEastern,35.47,33.08,0.0,0.0,26.91,10.85,62.379999999999995,43.93,2019,10,2
3905,2019-10-24,Northern,714.33,524.94,30.72,35.43,157.27,155.07,902.32,715.44,2019,10,3
3907,2019-10-24,Southern,613.5,405.3,46.77,61.86,84.88,136.76,745.15,603.9200000000001,2019,10,3
3908,2019-10-24,Eastern,528.19,416.14,0.0,0.0,64.81,63.73,593.0,479.87,2019,10,3
3909,2019-10-24,NorthEastern,35.47,32.92,0.0,0.0,26.91,10.54,62.379999999999995,43.46,2019,10,3
3910,2019-10-25,Northern,714.26,533.61,30.72,32.58,157.27,152.57,902.25,718.76,2019,10,4
3912,2019-10-25,Southern,613.5,399.42,46.77,61.99,84.88,141.52,745.15,602.9300000000001,2019,10,4
3913,2019-10-25,Eastern,528.19,390.9,0.0,0.0,64.81,63.93,593.0,454.83,2019,10,4
3914,2019-10-25,NorthEastern,35.47,31.49,0.0,0.0,26.91,10.95,62.379999999999995,42.44,2019,10,4
3915,2019-10-26,Northern,714.26,513.71,30.72,30.62,157.27,150.46,902.25,694.7900000000001,2019,10,5
3917,2019-10-26,Southern,603.7,376.55,46.77,61.16,84.88,150.03,735.35,587.74,2019,10,5
3918,2019-10-26,Eastern,528.19,372.94,0.0,0.0,64.81,64.09,593.0,437.03,2019,10,5
3919,2019-10-26,NorthEastern,35.47,29.52,0.0,0.0,26.91,15.42,62.379999999999995,44.94,2019,10,5
3920,2019-10-27,Northern,714.26,496.38,30.72,31.47,157.27,153.02,902.25,680.87,2019,10,6
3922,2019-10-27,Southern,603.7,333.01,46.77,61.07,84.88,140.29,735.35,534.37,2019,10,6
3923,2019-10-27,Eastern,528.19,374.66,0.0,0.0,64.81,64.09,593.0,438.75,2019,10,6
3924,2019-10-27,NorthEastern,35.47,30.46,0.0,0.0,26.91,18.28,62.379999999999995,48.74,2019,10,6
3925,2019-10-28,Northern,716.91,452.11,30.72,35.11,157.27,143.97,904.9,631.19,2019,10,0
3927,2019-10-28,Southern,603.7,310.22,46.77,60.89,84.88,148.61,735.35,519.72,2019,10,0
3928,2019-10-28,Eastern,528.19,382.96,0.0,0.0,64.81,68.18,593.0,451.14,2019,10,0
3929,2019-10-28,NorthEastern,35.47,31.4,0.0,0.0,26.91,15.82,62.379999999999995,47.22,2019,10,0
3930,2019-10-29,Northern,716.98,459.38,30.72,31.08,157.27,136.7,904.97,627.16,2019,10,1
3932,2019-10-29,Southern,603.7,322.37,46.77,60.87,84.88,150.42,735.35,533.66,2019,10,1
3933,2019-10-29,Eastern,527.42,391.34,0.0,0.0,64.81,62.07,592.23,453.40999999999997,2019,10,1
3934,2019-10-29,NorthEastern,35.47,34.29,0.0,0.0,26.91,15.76,62.379999999999995,50.05,2019,10,1
3935,2019-10-30,Northern,716.98,490.32,30.72,30.97,157.27,138.88,904.97,660.17,2019,10,2
3937,2019-10-30,Southern,603.7,341.24,46.77,61.97,84.88,156.15,735.35,559.36,2019,10,2
3938,2019-10-30,Eastern,527.42,392.62,0.0,0.0,64.81,64.54,592.23,457.16,2019,10,2
3939,2019-10-30,NorthEastern,35.47,35.45,0.0,0.0,26.91,15.42,62.379999999999995,50.870000000000005,2019,10,2
3940,2019-10-31,Northern,716.98,514.54,30.72,32.28,157.27,138.37,904.97,685.1899999999999,2019,10,3
3942,2019-10-31,Southern,603.7,341.38,46.77,61.82,84.88,161.89,735.35,565.0899999999999,2019,10,3
3943,2019-10-31,Eastern,527.42,402.32,0.0,0.0,64.81,62.07,592.23,464.39,2019,10,3
3944,2019-10-31,NorthEastern,35.47,34.75,0.0,0.0,26.91,14.93,62.379999999999995,49.68,2019,10,3
3945,2019-11-01,Northern,678.04,531.0,30.83,34.09,117.75,140.0,826.62,705.09,2019,11,4
3947,2019-11-01,Southern,580.74,356.7,67.23,61.48,64.27,163.37,712.24,581.55,2019,11,4
3948,2019-11-01,Eastern,480.63,401.7,0.0,0.0,37.92,63.16,518.55,464.86,2019,11,4
3949,2019-11-01,NorthEastern,35.52,34.95,0.0,0.0,18.37,12.94,53.89,47.89,2019,11,4
3950,2019-11-02,Northern,678.04,534.6,30.83,35.19,117.75,136.6,826.62,706.39,2019,11,5
3952,2019-11-02,Southern,580.74,376.99,67.23,53.42,64.27,168.61,712.24,599.02,2019,11,5
3953,2019-11-02,Eastern,480.63,425.24,0.0,0.0,37.92,58.06,518.55,483.3,2019,11,5
3954,2019-11-02,NorthEastern,35.52,34.68,0.0,0.0,18.37,12.39,53.89,47.07,2019,11,5
3955,2019-11-03,Northern,678.15,514.18,30.83,35.4,117.75,136.31,826.73,685.8899999999999,2019,11,6
3957,2019-11-03,Southern,580.74,361.95,67.23,61.62,64.27,154.31,712.24,577.88,2019,11,6
3958,2019-11-03,Eastern,480.63,438.64,0.0,0.0,37.92,50.98,518.55,489.62,2019,11,6
3959,2019-11-03,NorthEastern,35.52,35.4,0.0,0.0,18.37,12.19,53.89,47.589999999999996,2019,11,6
3960,2019-11-04,Northern,668.86,546.36,30.83,35.13,117.75,136.41,817.44,717.9,2019,11,0
3962,2019-11-04,Southern,580.74,398.19,67.23,61.61,64.27,165.73,712.24,625.53,2019,11,0
3963,2019-11-04,Eastern,480.63,459.75,0.0,0.0,37.92,53.8,518.55,513.55,2019,11,0
3964,2019-11-04,NorthEastern,35.52,35.88,0.0,0.0,18.37,11.59,53.89,47.47,2019,11,0
3965,2019-11-05,Northern,668.86,542.79,30.83,35.44,117.75,138.45,817.44,716.6800000000001,2019,11,1
3967,2019-11-05,Southern,580.74,446.18,67.23,59.46,64.27,147.46,712.24,653.1,2019,11,1
3968,2019-11-05,Eastern,480.63,472.65,0.0,0.0,37.92,49.49,518.55,522.14,2019,11,1
3969,2019-11-05,NorthEastern,35.52,36.12,0.0,0.0,18.37,11.37,53.89,47.489999999999995,2019,11,1
3970,2019-11-06,Northern,670.82,537.9,30.83,36.48,117.75,130.75,819.4000000000001,705.13,2019,11,2
3972,2019-11-06,Southern,580.74,481.58,67.23,56.84,64.27,135.04,712.24,673.4599999999999,2019,11,2
3973,2019-11-06,Eastern,480.63,494.02,0.0,0.0,37.92,44.33,518.55,538.35,2019,11,2
3974,2019-11-06,NorthEastern,35.52,35.04,0.0,0.0,18.37,12.19,53.89,47.23,2019,11,2
3975,2019-11-07,Northern,670.82,506.62,30.83,35.49,117.75,135.34,819.4000000000001,677.45,2019,11,3
3977,2019-11-07,Southern,571.91,483.72,67.23,55.82,64.27,110.97,703.41,650.5100000000001,2019,11,3
3978,2019-11-07,Eastern,480.63,463.5,0.0,0.0,37.92,42.38,518.55,505.88,2019,11,3
3979,2019-11-07,NorthEastern,35.52,33.98,0.0,0.0,18.37,11.84,53.89,45.81999999999999,2019,11,3
3980,2019-11-08,Northern,657.39,490.89,30.83,35.31,117.75,134.79,805.97,660.99,2019,11,4
3982,2019-11-08,Southern,571.91,477.8,67.23,55.77,64.27,119.56,703.41,653.1300000000001,2019,11,4
3983,2019-11-08,Eastern,484.24,449.91,0.0,0.0,37.92,40.23,522.16,490.14000000000004,2019,11,4
3984,2019-11-08,NorthEastern,34.95,33.48,0.0,0.0,18.37,11.33,53.32000000000001,44.809999999999995,2019,11,4
3985,2019-11-09,Northern,657.39,485.72,30.83,35.56,117.75,136.86,805.97,658.14,2019,11,5
3987,2019-11-09,Southern,576.09,441.54,67.23,55.86,64.27,150.24,707.59,647.6400000000001,2019,11,5
3988,2019-11-09,Eastern,484.24,434.75,0.0,0.0,37.92,40.48,522.16,475.23,2019,11,5
3989,2019-11-09,NorthEastern,34.95,34.17,0.0,0.0,18.37,11.12,53.32000000000001,45.29,2019,11,5
3990,2019-11-10,Northern,647.61,482.93,30.83,35.67,117.75,134.04,796.19,652.64,2019,11,6
3992,2019-11-10,Southern,576.09,421.66,67.23,55.79,64.27,127.48,707.59,604.9300000000001,2019,11,6
3993,2019-11-10,Eastern,474.57,425.11,0.0,0.0,37.92,44.05,512.49,469.16,2019,11,6
3994,2019-11-10,NorthEastern,34.95,32.83,0.0,0.0,18.37,11.79,53.32000000000001,44.62,2019,11,6
3995,2019-11-11,Northern,647.61,502.18,30.83,35.66,117.75,134.44,796.19,672.28,2019,11,0
3997,2019-11-11,Southern,576.09,459.99,67.23,55.83,64.27,128.26,707.59,644.08,2019,11,0
3998,2019-11-11,Eastern,474.57,456.92,0.0,0.0,37.92,42.83,512.49,499.75,2019,11,0
3999,2019-11-11,NorthEastern,34.95,33.87,0.0,0.0,18.37,11.6,53.32000000000001,45.47,2019,11,0
4000,2019-11-12,Northern,646.97,504.9,30.83,35.53,117.75,133.0,795.5500000000001,673.43,2019,11,1
4002,2019-11-12,Southern,576.09,502.55,67.23,56.01,64.27,109.79,707.59,668.35,2019,11,1
4003,2019-11-12,Eastern,471.22,451.63,0.0,0.0,37.92,45.91,509.14000000000004,497.53999999999996,2019,11,1
4004,2019-11-12,NorthEastern,34.95,35.47,0.0,0.0,18.37,10.99,53.32000000000001,46.46,2019,11,1
4005,2019-11-13,Northern,646.97,517.88,30.83,35.53,117.75,131.79,795.5500000000001,685.1999999999999,2019,11,2
4007,2019-11-13,Southern,576.09,528.67,67.23,56.14,64.27,89.23,707.59,674.04,2019,11,2
4008,2019-11-13,Eastern,471.22,456.31,0.0,0.0,37.92,42.81,509.14000000000004,499.12,2019,11,2
4009,2019-11-13,NorthEastern,34.95,35.14,0.0,0.0,18.37,10.26,53.32000000000001,45.4,2019,11,2
4010,2019-11-14,Northern,646.97,515.12,30.83,35.47,117.75,130.02,795.5500000000001,680.61,2019,11,3
4012,2019-11-14,Southern,576.09,549.56,67.23,56.22,64.27,97.87,707.59,703.65,2019,11,3
4013,2019-11-14,Eastern,471.22,463.33,0.0,0.0,37.92,37.98,509.14000000000004,501.31,2019,11,3
4014,2019-11-14,NorthEastern,34.95,35.05,0.0,0.0,18.37,10.38,53.32000000000001,45.43,2019,11,3
4015,2019-11-15,Northern,642.8,503.53,30.83,35.59,117.75,131.65,791.38,670.77,2019,11,4
4017,2019-11-15,Southern,586.65,538.57,67.23,57.19,64.27,96.49,718.15,692.25,2019,11,4
4018,2019-11-15,Eastern,484.03,478.46,0.0,0.0,37.92,39.36,521.9499999999999,517.8199999999999,2019,11,4
4019,2019-11-15,NorthEastern,34.95,36.01,0.0,0.0,18.37,10.34,53.32000000000001,46.349999999999994,2019,11,4
4020,2019-11-16,Northern,642.8,492.35,30.83,36.09,117.75,133.95,791.38,662.3900000000001,2019,11,5
4022,2019-11-16,Southern,586.65,501.18,67.23,57.09,64.27,93.21,718.15,651.48,2019,11,5
4023,2019-11-16,Eastern,474.7,486.77,0.0,0.0,37.92,39.3,512.62,526.0699999999999,2019,11,5
4024,2019-11-16,NorthEastern,34.95,35.46,0.0,0.0,18.37,9.84,53.32000000000001,45.3,2019,11,5
4025,2019-11-17,Northern,642.8,477.0,30.83,35.67,117.75,135.33,791.38,648.0,2019,11,6
4027,2019-11-17,Southern,586.65,461.26,67.23,57.13,64.27,77.02,718.15,595.41,2019,11,6
4028,2019-11-17,Eastern,474.7,463.35,0.0,0.0,37.92,32.87,512.62,496.22,2019,11,6
4029,2019-11-17,NorthEastern,34.95,34.29,0.0,0.0,18.37,10.02,53.32000000000001,44.31,2019,11,6
4030,2019-11-18,Northern,640.72,487.89,30.83,35.66,117.75,131.29,789.3000000000001,654.8399999999999,2019,11,0
4032,2019-11-18,Southern,586.65,501.93,67.23,57.21,64.27,95.75,718.15,654.89,2019,11,0
4033,2019-11-18,Eastern,474.7,494.38,0.0,0.0,37.92,37.52,512.62,531.9,2019,11,0
4034,2019-11-18,NorthEastern,34.95,32.56,0.0,0.0,18.37,9.72,53.32000000000001,42.28,2019,11,0
4035,2019-11-19,Northern,644.14,502.3,30.83,35.84,117.75,132.69,792.72,670.8299999999999,2019,11,1
4037,2019-11-19,Southern,586.65,514.56,67.23,57.08,64.27,100.36,718.15,672.0,2019,11,1
4038,2019-11-19,Eastern,478.05,512.93,0.0,0.0,37.92,38.55,515.97,551.4799999999999,2019,11,1
4039,2019-11-19,NorthEastern,34.95,36.23,0.0,0.0,18.37,10.16,53.32000000000001,46.39,2019,11,1
4040,2019-11-20,Northern,644.14,519.52,30.83,35.76,117.75,126.63,792.72,681.91,2019,11,2
4042,2019-11-20,Southern,590.29,503.77,67.23,56.09,64.27,98.9,721.79,658.76,2019,11,2
4043,2019-11-20,Eastern,478.05,506.26,0.0,0.0,37.92,38.45,515.97,544.71,2019,11,2
4044,2019-11-20,NorthEastern,34.95,37.15,0.0,0.0,18.37,13.9,53.32000000000001,51.05,2019,11,2
4045,2019-11-21,Northern,644.14,514.53,30.83,35.78,117.75,123.82,792.72,674.1299999999999,2019,11,3
4047,2019-11-21,Southern,590.29,501.12,67.23,55.82,64.27,94.03,721.79,650.97,2019,11,3
4048,2019-11-21,Eastern,478.05,477.12,0.0,0.0,37.92,35.37,515.97,512.49,2019,11,3
4049,2019-11-21,NorthEastern,34.95,36.76,0.0,0.0,18.37,9.62,53.32000000000001,46.379999999999995,2019,11,3
4050,2019-11-22,Northern,644.89,519.39,30.83,35.64,117.75,123.34,793.47,678.37,2019,11,4
4052,2019-11-22,Southern,590.29,508.13,67.23,56.31,64.27,92.83,721.79,657.2700000000001,2019,11,4
4053,2019-11-22,Eastern,478.05,474.62,0.0,0.0,37.92,35.15,515.97,509.77,2019,11,4
4054,2019-11-22,NorthEastern,34.95,37.59,0.0,0.0,18.37,9.43,53.32000000000001,47.02,2019,11,4
4055,2019-11-23,Northern,656.52,516.12,30.83,35.8,117.75,125.38,805.1,677.3,2019,11,5
4057,2019-11-23,Southern,590.29,493.02,67.23,56.39,64.27,82.14,721.79,631.55,2019,11,5
4058,2019-11-23,Eastern,478.05,477.91,0.0,0.0,37.92,30.98,515.97,508.89000000000004,2019,11,5
4059,2019-11-23,NorthEastern,34.95,36.74,0.0,0.0,18.37,9.79,53.32000000000001,46.53,2019,11,5
4060,2019-11-24,Northern,656.16,490.66,30.83,35.77,117.75,127.08,804.74,653.5100000000001,2019,11,6
4062,2019-11-24,Southern,590.29,465.62,67.23,56.47,64.27,72.22,721.79,594.3100000000001,2019,11,6
4063,2019-11-24,Eastern,474.7,472.58,0.0,0.0,37.92,84.04,512.62,556.62,2019,11,6
4064,2019-11-24,NorthEastern,34.95,35.79,0.0,0.0,18.37,9.49,53.32000000000001,45.28,2019,11,6
4065,2019-11-25,Northern,652.41,517.42,30.83,35.64,117.75,130.56,800.99,683.6199999999999,2019,11,0
4067,2019-11-25,Southern,590.29,482.87,67.23,56.24,64.27,86.83,721.79,625.94,2019,11,0
4068,2019-11-25,Eastern,474.7,485.56,0.0,0.0,37.92,30.36,512.62,515.92,2019,11,0
4069,2019-11-25,NorthEastern,34.95,36.5,0.0,0.0,18.37,8.95,53.32000000000001,45.45,2019,11,0
4070,2019-11-26,Northern,659.61,507.15,30.83,35.7,117.75,128.9,808.19,671.75,2019,11,1
4072,2019-11-26,Southern,603.49,482.34,67.23,56.36,64.27,80.17,734.99,618.8699999999999,2019,11,1
4073,2019-11-26,Eastern,474.7,469.71,0.0,0.0,37.92,28.5,512.62,498.21,2019,11,1
4074,2019-11-26,NorthEastern,34.95,35.15,0.0,0.0,18.37,9.25,53.32000000000001,44.4,2019,11,1
4075,2019-11-27,Northern,659.61,495.91,30.83,35.69,117.75,128.48,808.19,660.08,2019,11,2
4077,2019-11-27,Southern,599.49,478.34,67.23,57.0,64.27,88.46,730.99,623.8,2019,11,2
4078,2019-11-27,Eastern,474.7,467.05,0.0,0.0,37.92,24.12,512.62,491.17,2019,11,2
4079,2019-11-27,NorthEastern,34.95,35.67,0.0,0.0,18.37,9.13,53.32000000000001,44.800000000000004,2019,11,2
4080,2019-11-28,Northern,659.61,469.23,30.83,32.74,117.75,137.58,808.19,639.5500000000001,2019,11,3
4082,2019-11-28,Southern,599.49,469.19,67.23,60.93,64.27,84.0,730.99,614.12,2019,11,3
4083,2019-11-28,Eastern,474.7,466.69,0.0,0.0,37.92,26.02,512.62,492.71,2019,11,3
4084,2019-11-28,NorthEastern,34.95,35.43,0.0,0.0,18.37,9.26,53.32000000000001,44.69,2019,11,3
4085,2019-11-29,Northern,659.97,464.07,30.83,35.92,117.75,133.25,808.5500000000001,633.24,2019,11,4
4087,2019-11-29,Southern,599.49,476.32,67.23,61.33,64.27,88.87,730.99,626.52,2019,11,4
4088,2019-11-29,Eastern,478.2,466.84,0.0,0.0,37.92,32.55,516.12,499.39,2019,11,4
4089,2019-11-29,NorthEastern,34.95,36.08,0.0,0.0,18.37,9.04,53.32000000000001,45.12,2019,11,4
4090,2019-11-30,Northern,659.97,457.33,30.83,35.94,117.75,130.02,808.5500000000001,623.29,2019,11,5
4092,2019-11-30,Southern,599.49,483.8,67.23,54.82,64.27,81.41,730.99,620.03,2019,11,5
4093,2019-11-30,Eastern,478.2,467.16,0.0,0.0,37.92,30.39,516.12,497.55,2019,11,5
4094,2019-11-30,NorthEastern,34.95,34.05,0.0,0.0,18.37,9.1,53.32000000000001,43.15,2019,11,5
4095,2019-12-01,Northern,637.62,441.19,30.72,34.13,104.8,128.33,773.14,603.65,2019,12,6
4097,2019-12-01,Southern,604.03,436.72,67.16,60.59,59.11,85.77,730.3,583.08,2019,12,6
4098,2019-12-01,Eastern,470.22,456.47,0.0,0.0,25.63,26.69,495.85,483.16,2019,12,6
4099,2019-12-01,NorthEastern,34.92,35.75,0.0,0.0,14.6,8.76,49.52,44.51,2019,12,6
4100,2019-12-02,Northern,637.72,472.56,30.72,30.47,104.8,128.64,773.24,631.67,2019,12,0
4102,2019-12-02,Southern,604.03,454.7,67.16,50.72,59.11,83.6,730.3,589.02,2019,12,0
4103,2019-12-02,Eastern,464.6,472.86,0.0,0.0,25.63,29.95,490.23,502.81,2019,12,0
4104,2019-12-02,NorthEastern,34.92,37.5,0.0,0.0,14.6,9.13,49.52,46.63,2019,12,0
4105,2019-12-03,Northern,637.72,482.41,30.72,30.53,104.8,124.31,773.24,637.25,2019,12,1
4107,2019-12-03,Southern,604.03,436.23,67.16,52.13,59.11,78.85,730.3,567.21,2019,12,1
4108,2019-12-03,Eastern,464.6,488.24,0.0,0.0,25.63,23.97,490.23,512.21,2019,12,1
4109,2019-12-03,NorthEastern,35.44,36.69,0.0,0.0,14.6,8.13,50.04,44.82,2019,12,1
4110,2019-12-04,Northern,639.36,493.6,30.72,30.31,104.8,127.65,774.88,651.56,2019,12,2
4112,2019-12-04,Southern,604.03,437.85,67.16,52.52,59.11,66.78,730.3,557.15,2019,12,2
4113,2019-12-04,Eastern,467.64,474.32,0.0,0.0,25.63,25.4,493.27,499.71999999999997,2019,12,2
4114,2019-12-04,NorthEastern,35.44,35.49,0.0,0.0,14.6,8.29,50.04,43.78,2019,12,2
4115,2019-12-05,Northern,639.36,486.08,30.72,34.86,104.8,131.49,774.88,652.43,2019,12,3
4117,2019-12-05,Southern,613.81,452.38,67.16,57.63,59.11,76.03,740.0799999999999,586.04,2019,12,3
4118,2019-12-05,Eastern,467.64,480.52,0.0,0.0,25.63,18.06,493.27,498.58,2019,12,3
4119,2019-12-05,NorthEastern,35.44,35.2,0.0,0.0,14.6,8.39,50.04,43.59,2019,12,3
4120,2019-12-06,Northern,639.36,492.56,30.72,31.34,104.8,130.09,774.88,653.99,2019,12,4
4122,2019-12-06,Southern,613.81,467.99,67.16,59.25,59.11,81.8,740.0799999999999,609.04,2019,12,4
4123,2019-12-06,Eastern,486.52,475.91,0.0,0.0,25.63,25.63,512.15,501.54,2019,12,4
4124,2019-12-06,NorthEastern,35.44,37.5,0.0,0.0,14.6,8.05,50.04,45.55,2019,12,4
4125,2019-12-07,Northern,639.36,497.53,30.72,26.8,104.8,128.78,774.88,653.1099999999999,2019,12,5
4127,2019-12-07,Southern,613.81,449.02,67.16,59.51,59.11,88.43,740.0799999999999,596.96,2019,12,5
4128,2019-12-07,Eastern,486.52,475.01,0.0,0.0,25.63,23.74,512.15,498.75,2019,12,5
4129,2019-12-07,NorthEastern,35.44,36.51,0.0,0.0,14.6,8.02,50.04,44.53,2019,12,5
4130,2019-12-08,Northern,639.36,482.98,30.72,25.66,104.8,131.35,774.88,639.99,2019,12,6
4132,2019-12-08,Southern,613.81,420.92,67.16,59.49,59.11,83.58,740.0799999999999,563.99,2019,12,6
4133,2019-12-08,Eastern,486.52,458.64,0.0,0.0,25.63,30.36,512.15,489.0,2019,12,6
4134,2019-12-08,NorthEastern,35.44,34.39,0.0,0.0,14.6,7.98,50.04,42.370000000000005,2019,12,6
4135,2019-12-09,Northern,641.66,507.81,30.72,25.62,104.8,131.4,777.18,664.8299999999999,2019,12,0
4137,2019-12-09,Southern,613.81,455.56,67.16,58.43,59.11,94.46,740.0799999999999,608.45,2019,12,0
4138,2019-12-09,Eastern,486.52,449.2,0.0,0.0,25.63,41.88,512.15,491.08,2019,12,0
4139,2019-12-09,NorthEastern,35.44,37.96,0.0,0.0,14.6,7.83,50.04,45.79,2019,12,0
4140,2019-12-10,Northern,632.96,530.27,30.72,31.08,104.8,126.37,768.48,687.72,2019,12,1
4142,2019-12-10,Southern,613.81,490.0,67.16,58.31,59.11,89.13,740.0799999999999,637.4399999999999,2019,12,1
4143,2019-12-10,Eastern,490.61,472.14,0.0,0.0,25.63,40.9,516.24,513.04,2019,12,1
4144,2019-12-10,NorthEastern,35.44,39.26,0.0,0.0,14.6,7.81,50.04,47.07,2019,12,1
4145,2019-12-11,Northern,632.96,547.47,30.72,31.19,104.8,127.84,768.48,706.5000000000001,2019,12,2
4147,2019-12-11,Southern,609.81,517.19,67.16,58.51,59.11,81.81,736.0799999999999,657.51,2019,12,2
4148,2019-12-11,Eastern,487.61,495.95,0.0,0.0,25.63,35.3,513.24,531.25,2019,12,2
4149,2019-12-11,NorthEastern,35.44,36.96,0.0,0.0,14.6,8.65,50.04,45.61,2019,12,2
4150,2019-12-12,Northern,632.96,524.95,30.72,31.2,104.8,124.17,768.48,680.32,2019,12,3
4152,2019-12-12,Southern,622.71,519.08,67.16,58.5,59.11,72.36,748.98,649.94,2019,12,3
4153,2019-12-12,Eastern,487.61,495.2,0.0,0.0,25.63,33.13,513.24,528.33,2019,12,3
4154,2019-12-12,NorthEastern,35.44,33.51,0.0,0.0,14.6,7.89,50.04,41.4,2019,12,3
4155,2019-12-13,Northern,636.75,444.66,30.72,30.39,104.8,129.37,772.27,604.4200000000001,2019,12,4
4157,2019-12-13,Southern,627.34,504.79,67.16,58.37,59.11,76.02,753.61,639.18,2019,12,4
4158,2019-12-13,Eastern,487.61,464.6,0.0,0.0,25.63,33.3,513.24,497.90000000000003,2019,12,4
4159,2019-12-13,NorthEastern,35.44,28.24,0.0,0.0,14.6,7.93,50.04,36.17,2019,12,4
4160,2019-12-14,Northern,628.64,467.18,30.72,31.29,104.8,129.83,764.16,628.3000000000001,2019,12,5
4162,2019-12-14,Southern,624.03,497.24,67.16,58.63,59.11,73.6,750.3,629.47,2019,12,5
4163,2019-12-14,Eastern,487.61,477.59,0.0,0.0,25.63,23.63,513.24,501.21999999999997,2019,12,5
4164,2019-12-14,NorthEastern,35.44,29.33,0.0,0.0,14.6,7.68,50.04,37.01,2019,12,5
4165,2019-12-15,Northern,626.8,451.08,30.72,35.19,104.8,121.14,762.3199999999999,607.41,2019,12,6
4167,2019-12-15,Southern,624.03,471.65,67.16,48.93,59.11,64.95,750.3,585.53,2019,12,6
4168,2019-12-15,Eastern,487.61,463.7,0.0,0.0,25.63,24.33,513.24,488.03,2019,12,6
4169,2019-12-15,NorthEastern,35.44,27.69,0.0,0.0,14.6,7.42,50.04,35.11,2019,12,6
4170,2019-12-16,Northern,646.42,473.89,30.72,35.31,104.8,122.52,781.9399999999999,631.72,2019,12,0
4172,2019-12-16,Southern,630.85,474.17,67.16,45.41,59.11,80.61,757.12,600.19,2019,12,0
4173,2019-12-16,Eastern,487.61,477.76,0.0,0.0,25.63,27.61,513.24,505.37,2019,12,0
4174,2019-12-16,NorthEastern,35.44,28.17,0.0,0.0,14.6,7.34,50.04,35.510000000000005,2019,12,0
4175,2019-12-17,Northern,646.42,497.25,30.72,35.44,104.8,117.26,781.9399999999999,649.95,2019,12,1
4177,2019-12-17,Southern,630.85,480.87,67.16,45.42,59.11,77.71,757.12,604.0,2019,12,1
4178,2019-12-17,Eastern,487.61,480.24,0.0,0.0,25.63,29.74,513.24,509.98,2019,12,1
4179,2019-12-17,NorthEastern,35.44,29.37,0.0,0.0,14.6,7.13,50.04,36.5,2019,12,1
4180,2019-12-18,Northern,650.57,521.85,30.72,35.59,104.8,118.37,786.09,675.8100000000001,2019,12,2
4182,2019-12-18,Southern,630.85,509.82,67.16,46.3,59.11,81.16,757.12,637.28,2019,12,2
4183,2019-12-18,Eastern,487.61,486.96,0.0,0.0,25.63,33.44,513.24,520.4,2019,12,2
4184,2019-12-18,NorthEastern,35.44,33.7,0.0,0.0,14.6,7.43,50.04,41.13,2019,12,2
4185,2019-12-19,Northern,673.5,538.82,30.72,35.57,104.8,115.51,809.02,689.9000000000001,2019,12,3
4187,2019-12-19,Southern,630.85,519.6,67.16,46.54,59.11,73.71,757.12,639.85,2019,12,3
4188,2019-12-19,Eastern,487.61,490.95,0.0,0.0,25.63,32.3,513.24,523.25,2019,12,3
4189,2019-12-19,NorthEastern,35.44,35.27,0.0,0.0,14.6,7.5,50.04,42.77,2019,12,3
4190,2019-12-20,Northern,675.92,555.64,30.72,35.74,104.8,114.98,811.4399999999999,706.36,2019,12,4
4192,2019-12-20,Southern,630.85,546.03,67.16,46.42,59.11,87.21,757.12,679.66,2019,12,4
4193,2019-12-20,Eastern,487.65,497.85,0.0,0.0,25.63,35.11,513.28,532.96,2019,12,4
4194,2019-12-20,NorthEastern,35.44,37.92,0.0,0.0,14.6,7.29,50.04,45.21,2019,12,4
4195,2019-12-21,Northern,676.3,534.94,30.72,35.4,104.8,121.51,811.8199999999999,691.85,2019,12,5
4197,2019-12-21,Southern,630.85,520.08,67.16,46.32,59.11,72.62,757.12,639.0200000000001,2019,12,5
4198,2019-12-21,Eastern,483.8,495.35,0.0,0.0,25.63,30.69,509.43,526.0400000000001,2019,12,5
4199,2019-12-21,NorthEastern,35.44,35.17,0.0,0.0,14.6,7.3,50.04,42.47,2019,12,5
4200,2019-12-22,Northern,676.3,526.88,30.72,35.57,104.8,114.97,811.8199999999999,677.4200000000001,2019,12,6
4202,2019-12-22,Southern,630.85,506.9,67.16,46.39,59.11,66.43,757.12,619.72,2019,12,6
4203,2019-12-22,Eastern,483.8,464.07,0.0,0.0,25.63,26.79,509.43,490.86,2019,12,6
4204,2019-12-22,NorthEastern,35.44,35.21,0.0,0.0,14.6,7.13,50.04,42.34,2019,12,6
4205,2019-12-23,Northern,676.3,556.7,30.72,35.54,104.8,122.0,811.8199999999999,714.24,2019,12,0
4207,2019-12-23,Southern,630.85,543.02,67.16,46.23,59.11,91.83,757.12,681.08,2019,12,0
4208,2019-12-23,Eastern,479.85,466.78,0.0,0.0,25.63,31.61,505.48,498.39,2019,12,0
4209,2019-12-23,NorthEastern,35.44,31.12,0.0,0.0,14.6,7.85,50.04,38.97,2019,12,0
4210,2019-12-24,Northern,676.3,576.51,30.72,36.44,104.8,119.63,811.8199999999999,732.58,2019,12,1
